ID,Name,Weight,Value
000b504f,Leather Bracers of Major Lockpicking,2,370
000b505e,Leather Bracers of Major Smithing,2,567
000b5061,Leather Bracers of Major Sure Grip,2,784
000b5055,Leather Bracers of Major Wielding,2,784
000b5064,Leather Helmet of Major Alteration,2,534
000b507f,Leather Helmet of Major Archery,2,784
000b5067,Leather Helmet of Major Conjuring,2,624
000b506a,Leather Helmet of Major Destruction,2,647
000b5079,Leather Helmet of Major Illusion,2,579
000b507c,Leather Helmet of Major Magicka,2,465
000b506d,Leather Helmet of Major Restoration,2,590
0010cf5d,Dwarven Armor of Alteration,45,813
0010cf5f,Dwarven Armor of Conjuring,45,892
0010cf62,Dwarven Armor of Destruction,45,911
0001b3d8,Dwarven Armor of Health,45,716
0010cf65,Dwarven Armor of Illusion,45,852
0010cf68,Dwarven Armor of Restoration,45,862
0001b3db,Dwarven Armor of the Knight,45,715
0001b335,Dwarven Boots of Hauling,10,928
0010df80,Dwarven Boots of Stamina,10,338
0001b3cc,Dwarven Boots of Waning Fire,10,464
0001b3cf,Dwarven Boots of Waning Frost,10,464
0001b3d2,Dwarven Boots of Waning Shock,10,507
0008b673,Dwarven Bracers of Alchemy,8,419
0001b3fb,Dwarven Bracers of Archery,8,652
0001b761,Dwarven Bracers of Smithing,8,557
0001b767,Dwarven Bracers of Sure Grip,8,679
0001b755,Dwarven Bracers of Wielding,8,679
0001b76b,Dwarven Helmet of Alteration,12,613
0001b9c0,Dwarven Helmet of Archery,12,767
0001b76e,Dwarven Helmet of Conjuring,12,692
0001b771,Dwarven Helmet of Destruction,12,711
0001b9b0,Dwarven Helmet of Illusion,12,652
0001b9bb,Dwarven Helmet of Magicka,12,495
0001b9c4,Dwarven Helmet of Restoration,12,662
00092a8d,Dwarven Helmet of Waterbreathing,12,300
00084b6f,Dwarven Shield of Waning Fire,12,604
00084b70,Dwarven Shield of Waning Frost,12,625
0010dfaa,Dwarven Shield of Waning Magic,12,517
00084b71,Dwarven Shield of Waning Shock,12,647
0010cf7a,Elven Armor of Alteration,4,638
0010cf7d,Elven Armor of Conjuring,4,717
0010cf80,Elven Armor of Destruction,4,736
000bdfc4,Elven Armor of Health,4,541
0010cf83,Elven Armor of Illusion,4,677
0010cf86,Elven Armor of Restoration,4,687
000bdfc6,Elven Armor of the Squire,4,500
000bdfb9,Elven Boots of Hauling,1,888
000bdfc2,Elven Boots of Sneaking,1,1124
0010df86,Elven Boots of Stamina,1,298
000bdfbc,Elven Boots of Waning Fire,1,424
000bdfbe,Elven Boots of Waning Frost,1,445
000bdfc0,Elven Boots of Waning Shock,1,467
0008b676,Elven Bracers of Alchemy,1,379
000bdfdc,Elven Bracers of Archery,1,612
000bdfe0,Elven Bracers of Deft Hands,1,342
000bdfda,Elven Bracers of Lockpicking,1,315
000bdfe4,Elven Bracers of Smithing,1,517
000bdfe6,Elven Bracers of Sure Grip,1,639
000bdfde,Elven Bracers of Wielding,1,639
000bdfe8,Elven Helmet of Alteration,1,523
000bdff4,Elven Helmet of Archery,1,677
000bdfea,Elven Helmet of Conjuring,1,602
000bdfec,Elven Helmet of Destruction,1,621
000bdff0,Elven Helmet of Illusion,1,562
000bdff2,Elven Helmet of Magicka,1,405
000bdff6,Elven Helmet of Restoration,1,572
0010fc26,Elven Shield of Blocking,4,493
00084b68,Elven Shield of Waning Fire,4,494
00084b69,Elven Shield of Waning Frost,4,515
0010dfb0,Elven Shield of Waning Magic,4,407
00084b6a,Elven Shield of Waning Shock,4,537
0008b67a,Dwarven Armor of Major Alteration,45,874
0010cf60,Dwarven Armor of Major Conjuring,45,964
0010cf63,Dwarven Armor of Major Destruction,45,987
0001b3d9,Dwarven Armor of Major Health,45,834
0010cf66,Dwarven Armor of Major Illusion,45,919
0010cf69,Dwarven Armor of Major Restoration,45,930
0001b40f,Dwarven Armor of the Major Knight,45,761
0001b3cd,Dwarven Boots of Dwindling Flames,10,606
0001b3d0,Dwarven Boots of Dwindling Frost,10,635
0001b3d3,Dwarven Boots of Dwindling Shock,10,663
0010df81,Dwarven Boots of Major Stamina,10,432
0001b33d,Dwarven Boots of Strength,10,1084
0008b674,Dwarven Bracers of Major Alchemy,8,469
0001b3fc,Dwarven Bracers of Major Archery,8,809
0001b762,Dwarven Bracers of Major Smithing,8,627
0001b768,Dwarven Bracers of Major Sure Grip,8,844
0001b756,Dwarven Bracers of Major Wielding,8,844
0001b76c,Dwarven Helmet of Major Alteration,12,674
0001b9c1,Dwarven Helmet of Major Archery,12,924
0001b76f,Dwarven Helmet of Major Conjuring,12,764
0001b772,Dwarven Helmet of Major Destruction,12,787
0001b9b7,Dwarven Helmet of Major Illusion,12,719
0001b9bc,Dwarven Helmet of Major Magicka,12,605
0001b9c5,Dwarven Helmet of Major Restoration,12,730
00084b83,Dwarven Shield of Dwindling Fire,12,746
00084b85,Dwarven Shield of Dwindling Frost,12,775
0010dfab,Dwarven Shield of Dwindling Magic,12,599
00084b87,Dwarven Shield of Dwindling Shock,12,803
000be031,Dwarven Shield of Major Blocking,12,708
0010cf7b,Elven Armor of Major Alteration,4,699
0010cf7e,Elven Armor of Major Conjuring,4,789
0010cf81,Elven Armor of Major Destruction,4,812
000bdfc5,Elven Armor of Major Health,4,659
0010cf84,Elven Armor of Major Illusion,4,744
0010cf87,Elven Armor of Major Restoration,4,755
000bdfc7,Elven Armor of the Major Squire,4,541
000bdfbd,Elven Boots of Dwindling Flames,1,566
000bdfbf,Elven Boots of Dwindling Frost,1,595
000bdfc1,Elven Boots of Dwindling Shock,1,623
000bdfc3,Elven Boots of Major Sneaking,1,1425
0010df87,Elven Boots of Major Stamina,1,392
000bdfba,Elven Boots of Strength,1,1044
0008b677,Elven Bracers of Major Alchemy,1,429
000bdfdd,Elven Bracers of Major Archery,1,769
000bdfe1,Elven Bracers of Major Deft Hands,1,424
000bdfdb,Elven Bracers of Major Lockpicking,1,390
000bdfe5,Elven Bracers of Major Smithing,1,587
000bdfe7,Elven Bracers of Major Sure Grip,1,804
000bdfdf,Elven Bracers of Major Wielding,1,804
000bdfe9,Elven Helmet of Major Alteration,1,584
000bdff5,Elven Helmet of Major Archery,1,834
000bdfeb,Elven Helmet of Major Conjuring,1,674
000bdfed,Elven Helmet of Major Destruction,1,697
000bdff3,Elven Helmet of Major Magicka,1,515
000bdff7,Elven Helmet of Major Restoration,1,640
00084b78,Elven Shield of Dwindling Fire,4,636
00084b79,Elven Shield of Dwindling Frost,4,665
0010dfb1,Elven Shield of Dwindling Magic,4,489
00084b7a,Elven Shield of Dwindling Shock,4,693
0010fc27,Elven Shield of Major Blocking,4,598
02015cc1,Vampire Armor of Major Conjuration,5,250
02015cbb,Vampire Armor of Major Destruction,5,250
0010d67e,Adept Robes,1,977
000fc002,Circlet of Major Alchemy,2,834
000fc008,Circlet of Major Alteration,2,874
000fc02c,Circlet of Major Archery,2,1224
000fc00e,Circlet of Major Conjuration,2,664
000fc014,Circlet of Major Destruction,2,737
000fc020,Circlet of Major Illusion,2,869
000fc026,Circlet of Major Magicka,2,655
000fc032,Circlet of Major Restoration,2,580
00101779,Robes of Major Alteration Skull motif,1,80
0010900a,Robes of Major Alteration Skull motif,1,80
00101739,Robes of Major Alteration Plain,1,80
0010904b,Robes of Major Alteration Plain,1,80
001017b5,Robes of Major Conjuration Skull motif,1,80
00109010,Robes of Major Conjuration Skull motif,1,80
0010173f,Robes of Major Conjuration Plain,1,80
00109051,Robes of Major Conjuration Plain,1,80
001017af,Robes of Major Destruction Skull motif,1,80
00109016,Robes of Major Destruction Skull motif,1,80
00101745,Robes of Major Destruction Plain,1,80
00109057,Robes of Major Destruction Plain,1,80
001017a3,Robes of Major Illusion,1,80
00109022,Robes of Major Illusion,1,80
0010cf5e,Dwarven Armor of Eminent Alteration,45,967
0010cf61,Dwarven Armor of Eminent Conjuring,45,1075
0010cf64,Dwarven Armor of Eminent Destruction,45,1102
0001b3da,Dwarven Armor of Eminent Health,45,955
0010cf67,Dwarven Armor of Eminent Illusion,45,1021
0010cf6a,Dwarven Armor of Eminent Restoration,45,1034
0001b440,Dwarven Armor of the Eminent Knight,45,832
0001b3cb,Dwarven Boots of Brawn,10,1242
0010df82,Dwarven Boots of Extreme Stamina,10,529
0001b3ce,Dwarven Boots of Flame Suppression,10,750
0001b3d1,Dwarven Boots of Frost Suppression,10,787
00092a89,Dwarven Boots of Muffling,10,190
0001b3d4,Dwarven Boots of Shock Suppression,10,824
0008b675,Dwarven Bracers of Eminent Alchemy,8,544
0001b3fd,Dwarven Bracers of Eminent Archery,8,970
0001b766,Dwarven Bracers of Eminent Smithing,8,733
0001b76a,Dwarven Bracers of Eminent Sure Grip,8,1012
0001b757,Dwarven Bracers of Eminent Wielding,8,1012
0001b76d,Dwarven Helmet of Eminent Alteration,12,767
0001b9c3,Dwarven Helmet of Eminent Archery,12,1085
0001b770,Dwarven Helmet of Eminent Conjuring,12,875
0001b78a,Dwarven Helmet of Eminent Destruction,12,902
0001b9b8,Dwarven Helmet of Eminent Illusion,12,821
0001b9be,Dwarven Helmet of Eminent Magicka,12,718
0001b9c7,Dwarven Helmet of Eminent Restoration,12,834
0001b9e2,Dwarven Shield of Eminent Blocking,12,815
00084b84,Dwarven Shield of Flame Suppression,12,890
00084b86,Dwarven Shield of Frost Suppression,12,927
0010dfac,Dwarven Shield of Magic Suppression,12,654
00084b88,Dwarven Shield of Shock Suppression,12,964
0010cf7c,Elven Armor of Eminent Alteration,4,792
0010cf7f,Elven Armor of Eminent Conjuring,4,900
0010cf82,Elven Armor of Eminent Destruction,4,927
000be03d,Elven Armor of Eminent Health,4,780
0010cf85,Elven Armor of Eminent Illusion,4,846
0010cf88,Elven Armor of Eminent Restoration,4,859
000be03e,Elven Armor of the Eminent Squire,4,603
000bdfbb,Elven Boots of Brawn,1,1202
000be03c,Elven Boots of Eminent Sneaking,1,1731
0010df88,Elven Boots of Eminent Stamina,1,489
000bdff8,Elven Boots of Flame Suppression,1,710
000be03a,Elven Boots of Frost Suppression,1,747
000be03b,Elven Boots of Shock Suppression,1,784
0008b678,Elven Bracers of Eminent Alchemy,1,504
000be049,Elven Bracers of Eminent Archery,1,930
000be04b,Elven Bracers of Eminent Deft Hands,1,509
000be048,Elven Bracers of Eminent Lockpicking,1,467
000be04d,Elven Bracers of Eminent Smithing,1,693
000be04e,Elven Bracers of Eminent Sure Grip,1,972
000be04a,Elven Bracers of Eminent Wielding,1,972
000be04f,Elven Helmet of Eminent Alteration,1,677
000be055,Elven Helmet of Eminent Archery,1,995
000be050,Elven Helmet of Eminent Conjuring,1,785
000be051,Elven Helmet of Eminent Destruction,1,812
000be053,Elven Helmet of Eminent Illusion,1,731
000be054,Elven Helmet of Eminent Magicka,1,628
000be056,Elven Helmet of Eminent Restoration,1,744
0010fc28,Elven Shield of Eminent Blocking,4,705
00084b80,Elven Shield of Flame Suppression,4,780
00084b81,Elven Shield of Frost Suppression,4,817
0010dfb2,Elven Shield of Magic Suppression,4,544
00084b82,Elven Shield of Shock Suppression,4,854
0010df01,Steel Plate Armor of Alteration,38,1038
0010df04,Steel Plate Armor of Conjuring,38,1117
0010df07,Steel Plate Armor of Destruction,38,1136
0001b40c,Steel Plate Armor of Health,38,941
0010df0a,Steel Plate Armor of Illusion,38,1077
0010df0d,Steel Plate Armor of Restoration,38,1087
0001b446,Steel Plate Armor of the Knight,38,940
0001b31f,Steel Plate Boots of Hauling,9,968
0010df9e,Steel Plate Boots of Stamina,9,378
0001b400,Steel Plate Boots of Waning Fire,9,504
0001b403,Steel Plate Boots of Waning Frost,9,525
0001b406,Steel Plate Boots of Waning Shock,9,547
0008b699,Steel Plate Bracers of Alchemy,6,459
0003df2b,Steel Plate Bracers of Archery,6,692
0003df73,Steel Plate Bracers of Smithing,6,597
0003df76,Steel Plate Bracers of Sure Grip,6,719
0003df66,Steel Plate Bracers of Wielding,6,719
0008b670,Steel Plate Helmet of Alchemy,6,634
0003df79,Steel Plate Helmet of Alteration,6,713
0004102c,Steel Plate Helmet of Archery,6,867
0003df7c,Steel Plate Helmet of Conjuring,6,792
0003df7f,Steel Plate Helmet of Destruction,6,811
0003df85,Steel Plate Helmet of Illusion,6,752
00041021,Steel Plate Helmet of Magicka,6,595
00041035,Steel Plate Helmet of Restoration,6,762
00092aca,Steel Plate Helmet of Waterbreathing,6,400
000b509b,Steel Boots of Hauling,8,898
0001b401,Steel Plate Boots of Dwindling Flames,9,646
0001b404,Steel Plate Boots of Dwindling Frost,9,675
0001b407,Steel Plate Boots of Dwindling Shock,9,703
0010df9f,Steel Plate Boots of Major Stamina,9,472
0001b3fe,Steel Plate Boots of Strength,9,1124
000d53be,Glass Helmet of Major Alchemy,2,834
000d53c1,Glass Helmet of Major Alteration,2,924
000d53d3,Glass Helmet of Major Archery,2,1174
000d53c4,Glass Helmet of Major Conjuring,2,1014
000d53c7,Glass Helmet of Major Destruction,2,1037
000d53cd,Glass Helmet of Major Illusion,2,969
000d53d0,Glass Helmet of Major Magicka,2,855
000d53d6,Glass Helmet of Major Restoration,2,980
000fe2da,Glass Helmet of Recharging,2,566
000d53d9,Glass Helmet of Waterbreathing,2,550
0010dee3,Scaled Armor of Alteration,6,763
0010dee6,Scaled Armor of Conjuration,6,842
0010dee9,Scaled Armor of Destruction,6,861
000d53f5,Scaled Armor of Health,6,666
0010deec,Scaled Armor of Illusion,6,802
0010deef,Scaled Armor of Restoration,6,812
000d53f8,Scaled Armor of the Squire,6,625
000d53f2,Scaled Boots of Sneaking,2,1149
0010df98,Scaled Boots of Stamina,2,323
000d53e9,Scaled Boots of Waning Fire,2,449
000d53ec,Scaled Boots of Waning Frost,2,470
000d53ef,Scaled Boots of Waning Shock,2,492
00046bd0,Scaled Bracers of Alchemy,2,404
00046be9,Scaled Bracers of Archery,2,637
00046c7d,Scaled Bracers of Deft Hands,2,367
00046be6,Scaled Bracers of Lockpicking,2,340
00046c9e,Scaled Bracers of Smithing,2,542
00046cf3,Scaled Bracers of Sure Grip,2,664
00046c79,Scaled Bracers of Wielding,2,664
00046cf7,Scaled Helmet of Alchemy,2,509
00046d1a,Scaled Helmet of Alteration,2,588
00046dd3,Scaled Helmet of Archery,2,742
00046d21,Scaled Helmet of Conjuration,2,667
00046db3,Scaled Helmet of Destruction,2,686
00046dc2,Scaled Helmet of Illusion,2,627
00046dc7,Scaled Helmet of Magicka,2,470
00046ded,Scaled Helmet of Restoration,2,637
00046df0,Scaled Helmet of Waterbreathing,2,275
0010d66d,Adept Robes of Alteration,1,1587
0010d673,Adept Robes of Conjuration,1,1677
0010d676,Adept Robes of Destruction,1,1700
0010d67a,Adept Robes of Illusion,1,1610
0010d682,Adept Robes of Restoration,1,1655
0010179f,Robes of Recharging Skull motif,1,80
00109047,Robes of Recharging Skull motif,1,80
0010175b,Robes of Recharging Plain,1,80
00109082,Robes of Recharging Plain,1,80
0010df02,Steel Plate Armor of Major Alteration,38,1099
0010df05,Steel Plate Armor of Major Conjuring,38,1189
0010df08,Steel Plate Armor of Major Destruction,38,1212
0001b40d,Steel Plate Armor of Major Health,38,1059
0010df0b,Steel Plate Armor of Major Illusion,38,1144
0010df0e,Steel Plate Armor of Major Restoration,38,1155
0001b54e,Steel Plate Armor of the Major Knight,38,986
0001b3ff,Steel Plate Boots of Brawn,9,1282
0010dfa0,Steel Plate Boots of Eminent Stamina,9,569
0001b402,Steel Plate Boots of Flame Suppression,9,790
0001b405,Steel Plate Boots of Frost Suppression,9,827
00092a8e,Steel Plate Boots of Muffling,9,230
0001b408,Steel Plate Boots of Shock Suppression,9,864
0008b69a,Steel Plate Bracers of Major Alchemy,6,509
0003df4c,Steel Plate Bracers of Major Archery,6,849
0003df74,Steel Plate Bracers of Major Smithing,6,667
0003df77,Steel Plate Bracers of Major Sure Grip,6,884
0003df67,Steel Plate Bracers of Major Wielding,6,884
0008b671,Steel Plate Helmet of Major Alchemy,6,684
0003df7a,Steel Plate Helmet of Major Alteration,6,774
00041033,Steel Plate Helmet of Major Archery,6,1024
0003df7d,Steel Plate Helmet of Major Conjuring,6,864
0003df80,Steel Plate Helmet of Major Destruction,6,887
0004101e,Steel Plate Helmet of Major Illusion,6,819
00041022,Steel Plate Helmet of Major Magicka,6,705
00041036,Steel Plate Helmet of Major Restoration,6,830
000d53bf,Glass Helmet of Eminent Alchemy,2,909
000d53c2,Glass Helmet of Eminent Alteration,2,1017
000d53d4,Glass Helmet of Eminent Archery,2,1335
000d53c5,Glass Helmet of Eminent Conjuring,2,1125
000d53c8,Glass Helmet of Eminent Destruction,2,1152
000d53ce,Glass Helmet of Eminent Illusion,2,1071
000d53d1,Glass Helmet of Eminent Magicka,2,968
000d53d7,Glass Helmet of Eminent Restoration,2,1084
000fe2db,Glass Helmet of Replenishing,2,632
0010dee4,Scaled Armor of Major Alteration,6,824
0010dee7,Scaled Armor of Major Conjuration,6,914
0010deea,Scaled Armor of Major Destruction,6,937
000d53f6,Scaled Armor of Major Health,6,784
0010deed,Scaled Armor of Major Illusion,6,869
0010def0,Scaled Armor of Major Restoration,6,880
000d53f9,Scaled Armor of the Major Squire,6,666
000d53ea,Scaled Boots of Dwindling Flames,2,591
000d53ed,Scaled Boots of Dwindling Frost,2,620
000d53f0,Scaled Boots of Dwindling Shock,2,648
000d53f3,Scaled Boots of Major Sneaking,2,1450
0010df99,Scaled Boots of Major Stamina,2,417
000d53e7,Scaled Boots of Strength,2,1069
00046bd1,Scaled Bracers of Major Alchemy,2,454
00046bea,Scaled Bracers of Major Archery,2,794
00046c7f,Scaled Bracers of Major Deft Hands,2,449
00046be7,Scaled Bracers of Major Lockpicking,2,415
00046cda,Scaled Bracers of Major Smithing,2,612
00046cf4,Scaled Bracers of Major Sure Grip,2,829
00046c7a,Scaled Bracers of Major Wielding,2,829
00046cf6,Scaled Helmet of Major Alchemy,2,559
00046d1f,Scaled Helmet of Major Alteration,2,649
00046dd9,Scaled Helmet of Major Archery,2,899
00046db1,Scaled Helmet of Major Conjuration,2,739
00046db4,Scaled Helmet of Major Destruction,2,762
00046dc3,Scaled Helmet of Major Illusion,2,694
00046dca,Scaled Helmet of Major Magicka,2,580
00046dee,Scaled Helmet of Major Restoration,2,705
0010df03,Steel Plate Armor of Eminent Alteration,38,1192
0010df06,Steel Plate Armor of Eminent Conjuring,38,1300
0010df09,Steel Plate Armor of Eminent Destruction,38,1327
0001b40e,Steel Plate Armor of Eminent Health,38,1180
0010df0c,Steel Plate Armor of Eminent Illusion,38,1246
0010df0f,Steel Plate Armor of Eminent Restoration,38,1259
0001b555,Steel Plate Armor of the Eminent Knight,38,1057
0008b69b,Steel Plate Bracers of Eminent Alchemy,6,584
0003df62,Steel Plate Bracers of Eminent Archery,6,1010
0003df75,Steel Plate Bracers of Eminent Smithing,6,773
0003df78,Steel Plate Bracers of Eminent Sure Grip,6,1052
0003df6b,Steel Plate Bracers of Eminent Wielding,6,1052
0008b672,Steel Plate Helmet of Eminent Alchemy,6,759
0003df7b,Steel Plate Helmet of Eminent Alteration,6,867
00041034,Steel Plate Helmet of Eminent Archery,6,1185
0003df7e,Steel Plate Helmet of Eminent Conjuring,6,975
0003df81,Steel Plate Helmet of Eminent Destruction,6,1002
00041020,Steel Plate Helmet of Eminent Illusion,6,921
00041027,Steel Plate Helmet of Eminent Magicka,6,818
00041037,Steel Plate Helmet of Eminent Restoration,6,934
02015cc2,Vampire Armor of Eminent Conjuration,5,275
02015cbc,Vampire Armor of Eminent Destruction,5,275
000fc003,Circlet of Eminent Alchemy,2,909
000fc009,Circlet of Eminent Alteration,2,967
000fc02d,Circlet of Eminent Archery,2,1385
000fc00f,Circlet of Eminent Conjuration,2,775
000fc015,Circlet of Eminent Destruction,2,852
000fc021,Circlet of Eminent Illusion,2,971
000fc033,Circlet of Eminent Restoration,2,684
000fc027,Circlet of Extreme Magicka (Mislabelled),2,768
0010d67f,Expert Robes,1,1517
0010177a,Robes of Eminent Alteration Skull motif,1,105
0010900b,Robes of Eminent Alteration Skull motif,1,105
0010173a,Robes of Eminent Alteration Plain,1,105
0010904c,Robes of Eminent Alteration Plain,1,105
001017b4,Robes of Eminent Conjuration Skull motif,1,105
00109011,Robes of Eminent Conjuration Skull motif,1,105
00101740,Robes of Eminent Conjuration Plain,1,105
00109052,Robes of Eminent Conjuration Plain,1,105
001017ae,Robes of Eminent Destruction Skull motif,1,105
00109017,Robes of Eminent Destruction Skull motif,1,105
00101746,Robes of Eminent Destruction Plain,1,105
00109058,Robes of Eminent Destruction Plain,1,105
001017a2,Robes of Eminent Illusion,1,105
00109023,Robes of Eminent Illusion,1,105
0010dee5,Scaled Armor of Eminent Alteration,6,917
0010dee8,Scaled Armor of Eminent Conjuration,6,1025
0010deeb,Scaled Armor of Eminent Destruction,6,1052
000d53f7,Scaled Armor of Eminent Health,6,905
0010deee,Scaled Armor of Eminent Illusion,6,971
0010def1,Scaled Armor of Eminent Restoration,6,984
000d53fa,Scaled Armor of the Eminent Squire,6,728
000d53e8,Scaled Boots of Brawn,2,1227
000d53f4,Scaled Boots of Eminent Sneaking,2,1756
0010df9a,Scaled Boots of Eminent Stamina,2,514
000d53eb,Scaled Boots of Flame Suppression,2,735
000d53ee,Scaled Boots of Frost Suppression,2,772
000d53f1,Scaled Boots of Shock Suppression,2,809
00046bd2,Scaled Bracers of Eminent Alchemy,1,529
00046beb,Scaled Bracers of Eminent Archery,2,955
00046c80,Scaled Bracers of Eminent Deft Hands,2,534
00046be8,Scaled Bracers of Eminent Lockpicking,2,492
00046cea,Scaled Bracers of Eminent Smithing,2,718
00046cf5,Scaled Bracers of Eminent Sure Grip,2,997
00046c7c,Scaled Bracers of Eminent Wielding,2,997
00046cf8,Scaled Helmet of Eminent Alchemy,2,634
00046d20,Scaled Helmet of Eminent Alteration,2,742
00046de2,Scaled Helmet of Eminent Archery,2,1060
00046db2,Scaled Helmet of Eminent Conjuration,2,850
00046db5,Scaled Helmet of Eminent Destruction,2,877
00046dc4,Scaled Helmet of Eminent Illusion,2,796
00046dcb,Scaled Helmet of Eminent Magicka,2,693
00046def,Scaled Helmet of Eminent Restoration,2,809
0010ded4,Orcish Armor of Major Alteration,35,1474
0010ded7,Orcish Armor of Major Conjuring,35,1564
0010deda,Orcish Armor of Major Destruction,35,1587
000cf7c2,Orcish Armor of Major Health,35,1434
0010dedd,Orcish Armor of Major Illusion,35,1519
0010dee0,Orcish Armor of Major Restoration,35,1530
0010df95,Orcish Armor of Major Stamina,7,547
000cf7c5,Orcish Armor of the Major Knight,35,1361
000cf7b3,Orcish Boots of Dwindling Flames,7,721
000cf7b6,Orcish Boots of Dwindling Frost,7,750
000cf7b9,Orcish Boots of Dwindling Shock,7,778
000cf7b2,Orcish Boots of Muffling,7,305
000cf7af,Orcish Boots of Strength,7,1199
000cf7d8,Orcish Gauntlets of Major Alchemy,7,584
000cf7ed,Orcish Gauntlets of Major Archery,7,924
000cf7f6,Orcish Gauntlets of Major Smithing,7,742
000cf7f9,Orcish Gauntlets of Major Sure Grip,7,959
000cf7f0,Orcish Gauntlets of Major Wielding,7,959
000cf7fc,Orcish Helmet of Major Alchemy,8,884
000cf7ff,Orcish Helmet of Major Alteration,8,974
000cf811,Orcish Helmet of Major Archery,8,1224
000cf802,Orcish Helmet of Major Conjuring,8,1064
000cf805,Orcish Helmet of Major Destruction,8,1087
000cf80b,Orcish Helmet of Major Illusion,8,1019
000cf80e,Orcish Helmet of Major Magicka,8,905
000cf814,Orcish Helmet of Major Restoration,8,1030
000cf817,Orcish Helmet of Waterbreathing,8,600
000cf81b,Orcish Shield of Dwindling Fire,14,1021
000cf81e,Orcish Shield of Dwindling Frost,14,1050
0010dfbf,Orcish Shield of Dwindling Magic,14,874
000cf821,Orcish Shield of Dwindling Shock,14,1078
000cf818,Orcish Shield of Major Blocking,14,983
0010ded5,Orcish Armor of Eminent Alteration,35,1567
0010ded8,Orcish Armor of Eminent Conjuring,35,1675
0010dedb,Orcish Armor of Eminent Destruction,35,1702
000cf7c3,Orcish Armor of Eminent Health,35,1555
0010dede,Orcish Armor of Eminent Illusion,35,1621
0010dee1,Orcish Armor of Eminent Restoration,35,1634
0010df96,Orcish Armor of Eminent Stamina,7,644
000cf7c6,Orcish Armor of the Eminent Knight,35,1432
000cf7b0,Orcish Boots of Brawn,7,1357
000cf7b4,Orcish Boots of Fire Suppression,7,865
000cf7b7,Orcish Boots of Frost Suppression,7,902
000cf7ba,Orcish Boots of Shock Suppression,7,939
000cf7d9,Orcish Gauntlets of Eminent Alchemy,7,659
000cf7ee,Orcish Gauntlets of Eminent Archery,7,1085
000cf7f7,Orcish Gauntlets of Eminent Smithing,7,848
000cf7fa,Orcish Gauntlets of Eminent Sure Grip,7,1127
000cf7f1,Orcish Gauntlets of Eminent Wielding,7,1127
000cf7fd,Orcish Helmet of Eminent Alchemy,8,959
000cf800,Orcish Helmet of Eminent Alteration,8,1067
000cf812,Orcish Helmet of Eminent Archery,8,1385
000cf803,Orcish Helmet of Eminent Conjuring,8,1175
000cf806,Orcish Helmet of Eminent Destruction,8,1202
000cf80f,Orcish Helmet of Eminent Magicka,8,1018
000cf815,Orcish Helmet of Eminent Restoration,8,1134
000cf819,Orcish Shield of Eminent Blocking,14,1090
000cf81c,Orcish Shield of Fire Suppression,14,1165
000cf81f,Orcish Shield of Frost Suppression,14,1202
0010dfc0,Orcish Shield of Magic Suppression,14,929
000cf823,Orcish Shield of Shock Suppression,14,1239
0010cf89,Elven Gilded Armor of Major Alteration,4,1024
0010cf8b,Elven Gilded Armor of Major Conjuring,4,1114
0010cf8d,Elven Gilded Armor of Major Destruction,4,1137
000ce1ad,Elven Gilded Armor of Major Health,4,984
0010cf8f,Elven Gilded Armor of Major Illusion,4,1069
0010cf91,Elven Gilded Armor of Major Restoration,4,1080
000fda1d,Elven Gilded Armor of Recuperation,4,820
000fda1a,Elven Gilded Armor of Remedy,4,1090
000ce1b0,Elven Gilded Armor of the Major Squire,4,866
0010ded6,Orcish Armor of Extreme Alteration,35,1629
0010ded9,Orcish Armor of Extreme Conjuring,35,1749
0010dedc,Orcish Armor of Extreme Destruction,35,1779
000cf7c4,Orcish Armor of Extreme Health,35,1678
0010dedf,Orcish Armor of Extreme Illusion,35,1689
0010dee2,Orcish Armor of Extreme Restoration,35,1629
0010df97,Orcish Armor of Extreme Stamina,7,742
000cf7c7,Orcish Armor of the Noble Knight,35,1479
000cf7b5,Orcish Boots of Fire Abatement,7,1013
000cf7b8,Orcish Boots of Frost Abatement,7,1058
000cf7bb,Orcish Boots of Shock Abatement,7,1104
000cf7b1,Orcish Boots of the Ox,7,1517
000cf7da,Orcish Gauntlets of Extreme Alchemy,7,709
000cf7ef,Orcish Gauntlets of Extreme Archery,7,1249
000cf7f8,Orcish Gauntlets of Extreme Smithing,7,919
000cf7fb,Orcish Gauntlets of Extreme Sure Grip,7,1299
000cf7f2,Orcish Gauntlets of Extreme Wielding,7,1299
000cf7fe,Orcish Helmet of Extreme Alchemy,8,1009
000cf801,Orcish Helmet of Extreme Alteration,8,1129
000cf813,Orcish Helmet of Extreme Archery,8,1549
000cf804,Orcish Helmet of Extreme Conjuring,8,1249
000cf807,Orcish Helmet of Extreme Destruction,8,1279
000cf80d,Orcish Helmet of Extreme Illusion,8,1189
000cf810,Orcish Helmet of Extreme Magicka,8,1133
000cf816,Orcish Helmet of Extreme Restoration,8,1204
000cf81a,Orcish Shield of Extreme Blocking,14,1199
000cf81d,Orcish Shield of Fire Abatement,14,1313
000ce20b,Orcish Shield of Frost Abatement,14,1358
0010dfc1,Orcish Shield of Magic Abatement,14,1013
000cf822,Orcish Shield of Shock Abatement,14,1404
0010d66e,Expert Robes of Alteration,1,2422
0010d674,Expert Robes of Conjuration,1,2530
0010d677,Expert Robes of Destruction,1,2556
